CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
145	3713	16264	18.59	19977
146	3685	16308	18.43	19993
147	3613	15994	18.43	19607
148	3672	15547	19.11	19219
149	4021	15638	20.45	19659
150	4338	15271	22.12	19609
151	3777	14826	20.30	18603

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	1176	119294	0.98	120470
2	702	79334	0.88	80036
3	762	110215	0.69	110977
4	587	102541	0.57	103128
5	517	107673	0.48	108190
6	484	103409	0.47	103893
7	446	92514	0.48	92960
8	449	94534	0.47	94983
9	467	102742	0.45	103209
10	440	92980	0.47	93420
11	482	105386	0.46	105868
12	432	94559	0.45	94991
13	460	97101	0.47	97561
14	394	98559	0.40	98953
15	468	96389	0.48	96857
16	457	96582	0.47	97039
17	420	95991	0.44	96411
18	427	96125	0.44	96552
19	439	95332	0.46	95771
20	420	96377	0.43	96797
21	439	95163	0.46	95602
22	421	95299	0.44	95720
23	439	95586	0.46	96025
24	440	94294	0.46	94734
25	408	94458	0.43	94866
26	415	94505	0.44	94920
27	427	93617	0.45	94044
28	397	93855	0.42	94252
29	427	93930	0.45	94357
30	397	93323	0.42	93720
31	428	93860	0.45	94288
32	436	93023	0.47	93459
33	419	92563	0.45	92982
34	412	93081	0.44	93493
35	424	93105	0.45	93529
36	423	92046	0.46	92469
37	416	91873	0.45	92289
38	449	92009	0.49	92458
39	427	91627	0.46	92054
40	397	91567	0.43	91964
41	394	91555	0.43	91949
42	427	91188	0.47	91615
43	414	91249	0.45	91663
44	430	91166	0.47	91596
45	389	91025	0.43	91414
46	428	90680	0.47	91108
47	429	90241	0.47	90670
48	443	89959	0.49	90402
49	383	89772	0.42	90155
50	402	89960	0.44	90362
51	424	89533	0.47	89957
52	436	90251	0.48	90687
53	436	89689	0.48	90125
54	421	88912	0.47	89333
55	392	89333	0.44	89725
56	416	89802	0.46	90218
57	459	89050	0.51	89509
58	430	89440	0.48	89870
59	421	88483	0.47	88904
60	404	88366	0.46	88770
61	401	88067	0.45	88468
62	426	87219	0.49	87645
63	435	88141	0.49	88576
64	408	87218	0.47	87626
65	399	87348	0.45	87747
66	405	86719	0.46	87124
67	438	87102	0.50	87540
68	420	86319	0.48	86739
69	395	86252	0.46	86647
70	386	86322	0.45	86708
71	412	86473	0.47	86885
72	370	85562	0.43	85932
73	382	85426	0.45	85808
74	366	85286	0.43	85652
75	381	84878	0.45	85259
76	357	84295	0.42	84652
77	385	84926	0.45	85311
78	373	83823	0.44	84196
79	347	83853	0.41	84200
80	377	83467	0.45	83844
81	401	82986	0.48	83387
82	369	83149	0.44	83518
83	363	82511	0.44	82874
84	337	82248	0.41	82585
85	381	82133	0.46	82514
86	326	82539	0.39	82865
87	363	82084	0.44	82447
88	361	81320	0.44	81681
89	398	81383	0.49	81781
90	322	81233	0.39	81555
91	369	81043	0.45	81412
92	321	80608	0.40	80929
93	307	80763	0.38	81070
94	349	80294	0.43	80643
95	359	80620	0.44	80979
96	339	79382	0.43	79721
97	357	78825	0.45	79182
98	339	79609	0.42	79948
99	329	79119	0.41	79448
100	323	78346	0.41	78669
101	311	78527	0.39	78838
102	341	78684	0.43	79025
103	341	78690	0.43	79031
104	319	78426	0.41	78745
105	317	78380	0.40	78697
106	328	78007	0.42	78335
107	332	77514	0.43	77846
108	276	77476	0.35	77752
109	317	77503	0.41	77820
110	342	77572	0.44	77914
111	311	77168	0.40	77479
112	343	77071	0.44	77414
113	336	76562	0.44	76898
114	318	77263	0.41	77581
115	343	76835	0.44	77178
116	303	76850	0.39	77153
117	310	76473	0.40	76783
118	337	76339	0.44	76676
119	326	76161	0.43	76487
120	309	76386	0.40	76695
121	285	75893	0.37	76178
122	293	76476	0.38	76769
123	329	76291	0.43	76620
124	331	76452	0.43	76783
125	320	75663	0.42	75983
126	297	75828	0.39	76125
127	307	75932	0.40	76239
128	300	75701	0.39	76001
129	293	75746	0.39	76039
130	324	75251	0.43	75575
131	291	75690	0.38	75981
132	306	75296	0.40	75602
133	309	75417	0.41	75726
134	328	75509	0.43	75837
135	286	74910	0.38	75196
136	306	74895	0.41	75201
137	323	75091	0.43	75414
138	289	74976	0.38	75265
139	305	74281	0.41	74586
140	316	74511	0.42	74827
141	298	74373	0.40	74671
142	321	74600	0.43	74921
143	310	74402	0.41	74712
144	313	74009	0.42	74322
145	332	73492	0.45	73824
146	891	73315	1.20	74206
147	1038	72506	1.41	73544
148	1076	72865	1.46	73941
149	1941	71655	2.64	73596
150	1688	69959	2.36	71647
151	3347	66262	4.81	69609

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	3615	407538	0.88	411153
2	1843	318510	0.58	320353
3	1505	281221	0.53	282726
4	1558	283060	0.55	284618
5	1494	309250	0.48	310744
6	1397	318891	0.44	320288
7	1452	317837	0.45	319289
8	1483	337143	0.44	338626
9	1425	317755	0.45	319180
10	1382	292581	0.47	293963
11	1474	338286	0.43	339760
12	1355	334539	0.40	335894
13	1295	314055	0.41	315350
14	1270	310580	0.41	311850
15	1350	313555	0.43	314905
16	1301	312789	0.41	314090
17	1180	313974	0.37	315154
18	1287	312357	0.41	313644
19	1219	312336	0.39	313555
20	1201	312130	0.38	313331
21	1201	312529	0.38	313730
22	1208	310993	0.39	312201
23	1104	311744	0.35	312848
24	1201	310702	0.39	311903
25	1172	310399	0.38	311571
26	1128	309978	0.36	311106
27	1074	309375	0.35	310449
28	1121	309268	0.36	310389
29	1154	308419	0.37	309573
30	1199	306781	0.39	307980
31	1153	306911	0.37	308064
32	1126	306669	0.37	307795
33	1174	305494	0.38	306668
34	1173	304470	0.38	305643
35	1095	304003	0.36	305098
36	1124	303454	0.37	304578
37	1143	303758	0.37	304901
38	1102	302844	0.36	303946
39	1099	302427	0.36	303526
40	1116	302800	0.37	303916
41	1084	302031	0.36	303115
42	1119	300727	0.37	301846
43	1096	301904	0.36	303000
44	1081	300275	0.36	301356
45	1112	300333	0.37	301445
46	1091	299765	0.36	300856
47	1134	299312	0.38	300446
48	1209	298738	0.40	299947
49	1200	297578	0.40	298778
50	1119	297120	0.38	298239
51	1099	296168	0.37	297267
52	1117	296152	0.38	297269
53	1112	295896	0.37	297008
54	1157	294494	0.39	295651
55	1156	294955	0.39	296111
56	1113	293593	0.38	294706
57	1107	294114	0.37	295221
58	1162	292900	0.40	294062
59	1113	292973	0.38	294086
60	1178	291595	0.40	292773
61	1091	291156	0.37	292247
62	1139	290070	0.39	291209
63	1053	288287	0.36	289340
64	1136	288054	0.39	289190
65	1108	287475	0.38	288583
66	1124	286232	0.39	287356
67	1062	285587	0.37	286649
68	1071	285027	0.37	286098
69	1030	283749	0.36	284779
70	1043	281813	0.37	282856
71	1072	281191	0.38	282263
72	1040	280973	0.37	282013
73	1033	280426	0.37	281459
74	1042	279113	0.37	280155
75	1055	276957	0.38	278012
76	1019	277915	0.37	278934
77	991	276253	0.36	277244
78	1072	274434	0.39	275506
79	1045	273178	0.38	274223
80	1089	273297	0.40	274386
81	968	271707	0.36	272675
82	1025	270322	0.38	271347
83	943	269839	0.35	270782
84	968	268458	0.36	269426
85	990	268509	0.37	269499
86	1023	267016	0.38	268039
87	940	265860	0.35	266800
88	1004	265912	0.38	266916
89	1019	264353	0.38	265372
90	995	262774	0.38	263769
91	954	262432	0.36	263386
92	975	261944	0.37	262919
93	951	261452	0.36	262403
94	956	260958	0.37	261914
95	950	259291	0.37	260241
96	1001	258991	0.39	259992
97	944	259142	0.36	260086
98	994	257623	0.38	258617
99	893	257684	0.35	258577
100	852	256747	0.33	257599
101	947	256336	0.37	257283
102	926	254583	0.36	255509
103	910	254320	0.36	255230
104	932	254142	0.37	255074
105	946	253883	0.37	254829
106	967	253533	0.38	254500
107	988	253043	0.39	254031
108	962	252287	0.38	253249
109	967	252862	0.38	253829
110	968	251706	0.38	252674
111	922	251920	0.36	252842
112	890	251097	0.35	251987
113	883	250301	0.35	251184
114	958	250535	0.38	251493
115	904	250708	0.36	251612
116	897	250960	0.36	251857
117	900	249963	0.36	250863
118	851	249018	0.34	249869
119	867	248997	0.35	249864
120	879	248561	0.35	249440
121	898	248225	0.36	249123
122	961	247731	0.39	248692
123	967	246991	0.39	247958
124	926	246997	0.37	247923
125	941	246746	0.38	247687
126	933	247028	0.38	247961
127	914	246866	0.37	247780
128	902	247324	0.36	248226
129	897	245907	0.36	246804
130	879	245544	0.36	246423
131	933	246471	0.38	247404
132	954	244810	0.39	245764
133	913	245146	0.37	246059
134	891	245875	0.36	246766
135	922	245666	0.37	246588
136	930	245286	0.38	246216
137	954	245137	0.39	246091
138	911	244584	0.37	245495
139	917	244561	0.37	245478
140	884	244900	0.36	245784
141	886	244432	0.36	245318
142	880	243833	0.36	244713
143	921	243778	0.38	244699
144	889	242070	0.37	242959
145	901	239611	0.37	240512
146	2152	238772	0.89	240924
147	2446	237115	1.02	239561
148	2591	237186	1.08	239777
149	3652	234034	1.54	237686
150	5401	230895	2.29	236296
151	6433	222614	2.81	229047

