CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
21	0	10	0.00	10
22	0	19	0.00	19
23	0	14	0.00	14
24	0	14	0.00	14
25	0	10	0.00	10
26	0	16	0.00	16
27	0	18	0.00	18
28	0	13	0.00	13
29	0	12	0.00	12
30	0	12	0.00	12
31	0	11	0.00	11
32	0	11	0.00	11
33	0	14	0.00	14
34	0	11	0.00	11
35	0	16	0.00	16
36	0	9	0.00	9
37	0	7	0.00	7
38	1	12	7.69	13
39	1	10	9.09	11
40	0	9	0.00	9
41	0	13	0.00	13
42	0	9	0.00	9
43	0	13	0.00	13
44	0	8	0.00	8
45	1	4	20.00	5
46	0	7	0.00	7
47	0	10	0.00	10
48	0	10	0.00	10
49	0	9	0.00	9
50	0	8	0.00	8
51	0	5	0.00	5
52	0	5	0.00	5
53	0	9	0.00	9
54	0	7	0.00	7
55	0	2	0.00	2
56	0	2	0.00	2
57	0	8	0.00	8
58	0	5	0.00	5
59	0	7	0.00	7
60	0	3	0.00	3
61	0	5	0.00	5
62	0	4	0.00	4
63	0	2	0.00	2
64	0	2	0.00	2
65	0	1	0.00	1
66	0	3	0.00	3
67	0	2	0.00	2
68	0	1	0.00	1
69	0	2	0.00	2
70	0	2	0.00	2
71	0	1	0.00	1
72	0	0		0
73	0	1	0.00	1
74	0	1	0.00	1
75	0	0		0
76	0	0		0
77	0	0		0

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	99	159	38.37	258
2	80	155	34.04	235
3	78	160	32.77	238
4	89	186	32.36	275
5	83	166	33.33	249
6	76	158	32.48	234
7	73	143	33.80	216
8	59	118	33.33	177
9	39	128	23.35	167
10	49	92	34.75	141
11	46	75	38.02	121
12	33	74	30.84	107
13	19	61	23.75	80
14	15	61	19.74	76
15	4	53	7.02	57
16	5	41	10.87	46
17	9	41	18.00	50
18	4	37	9.76	41
19	2	42	4.55	44
20	2	38	5.00	40
21	1	42	2.33	43
22	1	25	3.85	26
23	0	32	0.00	32
24	0	23	0.00	23
25	1	37	2.63	38
26	2	33	5.71	35
27	1	24	4.00	25
28	2	22	8.33	24
29	0	32	0.00	32
30	0	38	0.00	38
31	0	32	0.00	32
32	0	34	0.00	34
33	0	29	0.00	29
34	0	30	0.00	30
35	0	22	0.00	22
36	0	21	0.00	21
37	0	24	0.00	24
38	0	34	0.00	34
39	0	22	0.00	22
40	0	23	0.00	23
41	0	15	0.00	15
42	0	12	0.00	12
43	0	22	0.00	22
44	0	18	0.00	18
45	0	18	0.00	18
46	0	14	0.00	14
47	0	17	0.00	17
48	0	15	0.00	15
49	0	20	0.00	20
50	0	16	0.00	16
51	0	14	0.00	14
52	0	5	0.00	5
53	0	13	0.00	13
54	0	8	0.00	8
55	0	12	0.00	12
56	0	10	0.00	10
57	0	4	0.00	4
58	0	6	0.00	6
59	0	7	0.00	7
60	0	9	0.00	9
61	0	5	0.00	5
62	0	7	0.00	7
63	0	8	0.00	8
64	0	7	0.00	7
65	0	7	0.00	7
66	0	5	0.00	5
67	0	6	0.00	6
68	0	5	0.00	5
69	0	1	0.00	1
70	0	1	0.00	1
71	0	1	0.00	1
72	0	3	0.00	3
73	0	3	0.00	3
74	0	0		0
75	0	0		0
76	0	0		0
77	0	1	0.00	1

