CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
93	67	8532	0.78	8599
94	68	8416	0.80	8484
95	56	8529	0.65	8585
96	73	8225	0.88	8298
97	63	8347	0.75	8410
98	61	8244	0.73	8305
99	46	8207	0.56	8253
100	64	8180	0.78	8244
101	51	8232	0.62	8283
102	67	8160	0.81	8227
103	64	7915	0.80	7979
104	58	7872	0.73	7930
105	43	7920	0.54	7963
106	54	7847	0.68	7901
107	48	7927	0.60	7975
108	45	7814	0.57	7859
109	42	7852	0.53	7894
110	42	8016	0.52	8058
111	48	7816	0.61	7864
112	46	7731	0.59	7777
113	36	7676	0.47	7712
114	43	7531	0.57	7574
115	40	7583	0.52	7623
116	40	7565	0.53	7605
117	38	7459	0.51	7497
118	41	7417	0.55	7458
119	49	7452	0.65	7501
120	47	7554	0.62	7601
121	43	7507	0.57	7550
122	36	7374	0.49	7410
123	44	7346	0.60	7390
124	40	7423	0.54	7463
125	39	7536	0.51	7575
126	35	7342	0.47	7377
127	38	7273	0.52	7311
128	33	7481	0.44	7514
129	38	7524	0.50	7562
130	38	7345	0.51	7383
131	38	7240	0.52	7278
132	25	7268	0.34	7293
133	33	7364	0.45	7397
134	36	7348	0.49	7384
135	37	7307	0.50	7344
136	37	7258	0.51	7295
137	38	7395	0.51	7433
138	33	7474	0.44	7507
139	35	7125	0.49	7160
140	34	7271	0.47	7305
141	42	7306	0.57	7348
142	46	7087	0.64	7133
143	38	7281	0.52	7319
144	32	7146	0.45	7178
145	29	7050	0.41	7079
146	122	7044	1.70	7166
147	108	6851	1.55	6959
148	122	6860	1.75	6982
149	172	6760	2.48	6932
150	262	6620	3.81	6882
151	363	6248	5.49	6611

